country,country_code,year,item,item_code,origin,Disponibilité intérieure,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour)
Botswana,20,2013,Viande de Bovins,2731,animal,16.0,35.0,2.4,2.4
Botswana,20,2013,Viande d'Ovins/Caprins,2732,animal,8.0,14.0,0.81,0.81
Botswana,20,2013,Viande de Suides,2733,animal,2.0,6.0,0.57,0.57
Botswana,20,2013,Viande de Volailles,2734,animal,11.0,18.0,1.07,1.07
Botswana,20,2013,"Viande, Autre",2735,animal,23.0,33.0,0.95,0.95
Botswana,20,2013,Abats Comestible,2736,animal,8.0,11.0,0.33,0.33
Botswana,20,2013,Graisses Animales Crue,2737,animal,8.0,25.0,2.71,2.71
Botswana,20,2013,"Beurre, Ghee",2740,animal,1.0,14.0,1.6,1.6
Botswana,20,2013,Crème,2743,animal,0.0,1.0,0.07,0.07
Botswana,20,2013,Oeufs,2744,animal,5.0,7.0,0.45,0.45
Botswana,20,2013,Miel,2745,vegetal,0.0,0.0,,
Botswana,20,2013,Poissons Eau Douce,2761,animal,1.0,1.0,0.02,0.02
Botswana,20,2013,Perciform,2762,animal,1.0,0.0,0.01,0.01
Botswana,20,2013,Poissons Pelagiques,2763,animal,6.0,7.0,0.41,0.41
Botswana,20,2013,"Poissons Marins, Autres",2764,animal,0.0,0.0,0.01,0.01
Botswana,20,2013,Crustacés,2765,animal,0.0,0.0,0.0,0.0
Botswana,20,2013,Cephalopodes,2766,animal,0.0,0.0,0.0,0.0
Botswana,20,2013,"Mollusques, Autres",2767,animal,0.0,0.0,0.0,0.0
Botswana,20,2013,Animaux Aquatiques Autre,2769,animal,0.0,0.0,0.0,0.0
Botswana,20,2013,Plantes Aquatiques,2775,animal,0.0,0.0,0.0,0.0
Botswana,20,2013,Huiles de Poissons,2781,animal,0.0,0.0,0.0,0.0
Botswana,20,2013,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.0,0.0
Botswana,20,2013,Riz (Eq Blanchi),2805,vegetal,15.0,69.0,0.14,0.14
Botswana,20,2013,Lait - Excl Beurre,2848,animal,262.0,205.0,10.25,10.25
Botswana,20,2013,Miscellanees,2899,vegetal,,19.0,0.23,0.23
Brésil,21,2013,Blé,2511,vegetal,12059.0,384.0,1.14,1.14
Brésil,21,2013,Orge,2513,vegetal,1681.0,0.0,,
Brésil,21,2013,Maïs,2514,vegetal,54737.0,240.0,0.98,0.98
Brésil,21,2013,Seigle,2515,vegetal,4.0,0.0,0.0,0.0
Brésil,21,2013,Avoine,2516,vegetal,472.0,11.0,0.17,0.17
Brésil,21,2013,Millet,2517,vegetal,5.0,,,
Brésil,21,2013,Sorgho,2518,vegetal,2085.0,,,
Brésil,21,2013,"Céréales, Autres",2520,vegetal,214.0,8.0,0.05,0.05
Brésil,21,2013,Pommes de Terre,2531,vegetal,4123.0,32.0,0.08,0.08
Brésil,21,2013,Manioc,2532,vegetal,21279.0,85.0,0.22,0.22
Brésil,21,2013,Patates douces,2533,vegetal,476.0,2.0,0.01,0.01
Brésil,21,2013,"Racines, Nda",2534,vegetal,-2.0,0.0,,
Brésil,21,2013,Ignames,2535,vegetal,245.0,2.0,0.0,0.0
Brésil,21,2013,"Sucre, canne",2536,vegetal,739267.0,13.0,0.09,0.09
Brésil,21,2013,Sucre non centrifugé,2541,vegetal,483.0,24.0,0.03,0.03
Brésil,21,2013,Sucre Eq Brut,2542,vegetal,12067.0,386.0,,
Brésil,21,2013,Edulcorants Autres,2543,vegetal,142.0,6.0,,
Brésil,21,2013,Haricots,2546,vegetal,3457.0,148.0,0.7,0.7
Brésil,21,2013,Pois,2547,vegetal,50.0,2.0,0.01,0.01
Brésil,21,2013,Légumineuses Autres,2549,vegetal,28.0,1.0,0.01,0.01
Brésil,21,2013,Noix,2551,vegetal,128.0,4.0,0.36,0.36
Brésil,21,2013,Soja,2555,vegetal,38086.0,18.0,0.18,0.18
Brésil,21,2013,Arachides Decortiquees,2556,vegetal,169.0,0.0,0.03,0.03
Brésil,21,2013,Graines de tournesol,2557,vegetal,125.0,0.0,0.04,0.04
Brésil,21,2013,Graines Colza/Moutarde,2558,vegetal,85.0,0.0,0.0,0.0
Brésil,21,2013,Graines de coton,2559,vegetal,2144.0,,,
Brésil,21,2013,Coco (Incl Coprah),2560,vegetal,2899.0,48.0,4.4,4.4
Brésil,21,2013,Sésame,2561,vegetal,11.0,1.0,0.08,0.08
Brésil,21,2013,Palmistes,2562,vegetal,227.0,,,
Brésil,21,2013,Olives,2563,vegetal,106.0,2.0,0.16,0.16
Brésil,21,2013,"Plantes Oleiferes, Autre",2570,vegetal,69.0,0.0,0.02,0.02
Brésil,21,2013,Huile de Soja,2571,vegetal,5702.0,329.0,37.19,37.19
Brésil,21,2013,Huile d'Arachide,2572,vegetal,4.0,0.0,0.05,0.05
Brésil,21,2013,Huile de Tournesol,2573,vegetal,71.0,9.0,0.97,0.97
Brésil,21,2013,Huile de Colza&Moutarde,2574,vegetal,40.0,,,
Brésil,21,2013,Huile Graines de Coton,2575,vegetal,267.0,32.0,3.66,3.66
Brésil,21,2013,Huile de Palmistes,2576,vegetal,297.0,0.0,0.0,0.0
Brésil,21,2013,Huile de Palme,2577,vegetal,375.0,44.0,5.03,5.03
Brésil,21,2013,Huile de Coco,2578,vegetal,2.0,0.0,0.03,0.03
Brésil,21,2013,Huile de Sésame,2579,vegetal,1.0,0.0,0.01,0.01
Brésil,21,2013,Huile d'Olive,2580,vegetal,72.0,9.0,0.99,0.99
Brésil,21,2013,Huile de Son de Riz,2581,vegetal,15.0,2.0,0.21,0.21
Brésil,21,2013,Huile de Germe de Maïs,2582,vegetal,66.0,8.0,0.91,0.91
Brésil,21,2013,Huil Plantes Oleif Autr,2586,vegetal,108.0,,,
Brésil,21,2013,Tomates,2601,vegetal,4088.0,11.0,0.15,0.15
Brésil,21,2013,Oignons,2602,vegetal,1428.0,7.0,0.04,0.04
Brésil,21,2013,"Légumes, Autres",2605,vegetal,6074.0,18.0,0.12,0.12
Brésil,21,2013,"Oranges, Mandarines",2611,vegetal,5105.0,13.0,0.05,0.05
Brésil,21,2013,Citrons & Limes,2612,vegetal,1084.0,2.0,0.04,0.04
Brésil,21,2013,Pamplemousse,2613,vegetal,81.0,0.0,0.0,0.0
Brésil,21,2013,"Agrumes, Autres",2614,vegetal,0.0,0.0,,
Brésil,21,2013,Bananes,2615,vegetal,6850.0,50.0,0.08,0.08
Brésil,21,2013,Bananes plantains,2616,vegetal,-1.0,,,
Brésil,21,2013,Pommes,2617,vegetal,1124.0,7.0,0.04,0.04
Brésil,21,2013,Ananas,2618,vegetal,2449.0,10.0,0.02,0.02
Brésil,21,2013,Dattes,2619,vegetal,1.0,0.0,0.0,0.0
Brésil,21,2013,Raisin,2620,vegetal,1502.0,9.0,0.08,0.08
Brésil,21,2013,"Fruits, Autres",2625,vegetal,6027.0,23.0,0.3,0.3
Brésil,21,2013,Café,2630,vegetal,660.0,4.0,,
Brésil,21,2013,Feve de Cacao,2633,vegetal,244.0,3.0,0.23,0.23
Brésil,21,2013,Thé,2635,vegetal,481.0,2.0,,
Brésil,21,2013,Poivre,2640,vegetal,12.0,0.0,0.0,0.0
Brésil,21,2013,Piments,2641,vegetal,-1.0,0.0,0.0,0.0
Brésil,21,2013,Girofles,2642,vegetal,-4.0,0.0,0.0,0.0
Brésil,21,2013,"Épices, Autres",2645,vegetal,6.0,1.0,0.02,0.02
Brésil,21,2013,Vin,2655,vegetal,325.0,3.0,,
Brésil,21,2013,Bière,2656,vegetal,13474.0,66.0,,
Brésil,21,2013,Boissons Fermentés,2657,vegetal,-3.0,0.0,,
Brésil,21,2013,Boissons Alcooliques,2658,vegetal,719.0,29.0,,
Brésil,21,2013,"Alcool, non Comestible",2659,vegetal,9559.0,,,
Brésil,21,2013,Aliments pour enfants,2680,vegetal,0.0,0.0,0.0,0.0
Brésil,21,2013,Viande de Bovins,2731,animal,7863.0,161.0,10.97,10.97
Brésil,21,2013,Viande d'Ovins/Caprins,2732,animal,125.0,4.0,0.29,0.29
Brésil,21,2013,Viande de Suides,2733,animal,2525.0,92.0,8.6,8.6
Brésil,21,2013,Viande de Volailles,2734,animal,9016.0,192.0,14.48,14.48
Brésil,21,2013,"Viande, Autre",2735,animal,23.0,0.0,0.01,0.01
Brésil,21,2013,Abats Comestible,2736,animal,761.0,7.0,0.19,0.19
Brésil,21,2013,Graisses Animales Crue,2737,animal,1395.0,59.0,6.49,6.49
Brésil,21,2013,"Beurre, Ghee",2740,animal,99.0,10.0,1.08,1.08
Brésil,21,2013,Crème,2743,animal,0.0,0.0,0.0,0.0
Brésil,21,2013,Oeufs,2744,animal,2266.0,33.0,2.22,2.22
Brésil,21,2013,Miel,2745,vegetal,18.0,1.0,,
Brésil,21,2013,Poissons Eau Douce,2761,animal,989.0,9.0,0.33,0.33
Brésil,21,2013,Perciform,2762,animal,674.0,3.0,0.05,0.05
Brésil,21,2013,Poissons Pelagiques,2763,animal,290.0,3.0,0.13,0.13
Brésil,21,2013,"Poissons Marins, Autres",2764,animal,125.0,1.0,0.03,0.03
Brésil,21,2013,Crustacés,2765,animal,126.0,1.0,0.01,0.01
Brésil,21,2013,Cephalopodes,2766,animal,8.0,0.0,0.0,0.0
Brésil,21,2013,"Mollusques, Autres",2767,animal,38.0,0.0,0.0,0.0
Brésil,21,2013,Animaux Aquatiques Autre,2769,animal,1.0,0.0,0.0,0.0
Brésil,21,2013,Plantes Aquatiques,2775,animal,1.0,0.0,0.0,0.0
Brésil,21,2013,Huiles de Poissons,2781,animal,6.0,0.0,0.0,0.0
Brésil,21,2013,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.0,0.0
Brésil,21,2013,Riz (Eq Blanchi),2805,vegetal,8198.0,326.0,0.54,0.54
Brésil,21,2013,Lait - Excl Beurre,2848,animal,33542.0,252.0,13.32,13.32
Brésil,21,2013,Miscellanees,2899,vegetal,,0.0,0.0,0.0
Belize,23,2013,Blé,2511,vegetal,20.0,435.0,3.61,3.61
Belize,23,2013,Orge,2513,vegetal,3.0,0.0,,
Belize,23,2013,Maïs,2514,vegetal,62.0,277.0,0.87,0.87
Belize,23,2013,Avoine,2516,vegetal,1.0,11.0,0.18,0.18
Belize,23,2013,Sorgho,2518,vegetal,19.0,45.0,0.44,0.44
Belize,23,2013,"Céréales, Autres",2520,vegetal,0.0,0.0,0.0,0.0
Belize,23,2013,Pommes de Terre,2531,vegetal,5.0,24.0,0.05,0.05
Belize,23,2013,Manioc,2532,vegetal,0.0,4.0,0.01,0.01
Belize,23,2013,Patates douces,2533,vegetal,0.0,1.0,,
Belize,23,2013,"Racines, Nda",2534,vegetal,0.0,3.0,0.01,0.01
Belize,23,2013,Ignames,2535,vegetal,0.0,1.0,,
Belize,23,2013,"Sucre, canne",2536,vegetal,1078.0,,,
Belize,23,2013,Sucre Eq Brut,2542,vegetal,15.0,405.0,,
Belize,23,2013,Edulcorants Autres,2543,vegetal,0.0,5.0,,
Belize,23,2013,Haricots,2546,vegetal,5.0,108.0,0.51,0.51
Belize,23,2013,Pois,2547,vegetal,1.0,32.0,0.17,0.17
Belize,23,2013,Légumineuses Autres,2549,vegetal,0.0,3.0,0.02,0.02
Belize,23,2013,Noix,2551,vegetal,2.0,36.0,3.19,3.19
Belize,23,2013,Soja,2555,vegetal,4.0,17.0,0.87,0.87
Belize,23,2013,Arachides Decortiquees,2556,vegetal,0.0,4.0,0.35,0.35
Belize,23,2013,Graines de tournesol,2557,vegetal,0.0,0.0,,
Belize,23,2013,Graines Colza/Moutarde,2558,vegetal,0.0,1.0,0.0,0.0
Belize,23,2013,Coco (Incl Coprah),2560,vegetal,1.0,9.0,0.87,0.87
Belize,23,2013,Sésame,2561,vegetal,0.0,0.0,,
Belize,23,2013,Palmistes,2562,vegetal,0.0,,,
Belize,23,2013,Olives,2563,vegetal,0.0,0.0,0.02,0.02
Belize,23,2013,"Plantes Oleiferes, Autre",2570,vegetal,0.0,,,
Belize,23,2013,Huile de Soja,2571,vegetal,0.0,14.0,1.61,1.61
Belize,23,2013,Huile d'Arachide,2572,vegetal,,0.0,,
Belize,23,2013,Huile de Tournesol,2573,vegetal,2.0,52.0,5.83,5.83
Belize,23,2013,Huile de Colza&Moutarde,2574,vegetal,0.0,,,
Belize,23,2013,Huile Graines de Coton,2575,vegetal,0.0,,,
Belize,23,2013,Huile de Palme,2577,vegetal,0.0,,,
Belize,23,2013,Huile de Coco,2578,vegetal,0.0,3.0,0.4,0.4
Belize,23,2013,Huile de Sésame,2579,vegetal,0.0,0.0,0.03,0.03
Belize,23,2013,Huile d'Olive,2580,vegetal,0.0,5.0,0.61,0.61
Belize,23,2013,Huile de Germe de Maïs,2582,vegetal,0.0,2.0,0.18,0.18
Belize,23,2013,Huil Plantes Oleif Autr,2586,vegetal,2.0,101.0,11.42,11.42
Belize,23,2013,Tomates,2601,vegetal,1.0,2.0,0.02,0.02
Belize,23,2013,Oignons,2602,vegetal,1.0,3.0,0.02,0.02
Belize,23,2013,"Légumes, Autres",2605,vegetal,14.0,27.0,0.21,0.21
Belize,23,2013,"Oranges, Mandarines",2611,vegetal,41.0,65.0,0.23,0.23
Belize,23,2013,Citrons & Limes,2612,vegetal,0.0,,,
Belize,23,2013,Pamplemousse,2613,vegetal,19.0,35.0,0.16,0.16
Belize,23,2013,"Agrumes, Autres",2614,vegetal,0.0,,,
Belize,23,2013,Bananes,2615,vegetal,3.0,11.0,0.02,0.02
Belize,23,2013,Bananes plantains,2616,vegetal,3.0,12.0,0.05,0.05
Belize,23,2013,Pommes,2617,vegetal,0.0,1.0,0.01,0.01
Belize,23,2013,Ananas,2618,vegetal,1.0,3.0,0.0,0.0
Belize,23,2013,Dattes,2619,vegetal,0.0,0.0,,
Belize,23,2013,Raisin,2620,vegetal,0.0,1.0,,
Belize,23,2013,"Fruits, Autres",2625,vegetal,3.0,11.0,0.07,0.07
Belize,23,2013,Café,2630,vegetal,2.0,8.0,,
Belize,23,2013,Feve de Cacao,2633,vegetal,0.0,16.0,1.44,1.44
Belize,23,2013,Thé,2635,vegetal,0.0,0.0,,
Belize,23,2013,Poivre,2640,vegetal,0.0,1.0,0.01,0.01
Belize,23,2013,Piments,2641,vegetal,0.0,0.0,0.02,0.02
Belize,23,2013,Girofles,2642,vegetal,0.0,0.0,,
Belize,23,2013,"Épices, Autres",2645,vegetal,0.0,1.0,0.06,0.06
Belize,23,2013,Vin,2655,vegetal,1.0,4.0,,
Belize,23,2013,Bière,2656,vegetal,14.0,36.0,,
Belize,23,2013,Boissons Fermentés,2657,vegetal,0.0,1.0,,
Belize,23,2013,Boissons Alcooliques,2658,vegetal,2.0,49.0,,
Belize,23,2013,"Alcool, non Comestible",2659,vegetal,0.0,,,
Belize,23,2013,Aliments pour enfants,2680,vegetal,0.0,14.0,0.12,0.12
Belize,23,2013,Viande de Bovins,2731,animal,2.0,25.0,1.85,1.85
Belize,23,2013,Viande d'Ovins/Caprins,2732,animal,0.0,1.0,0.06,0.06
Belize,23,2013,Viande de Suides,2733,animal,6.0,86.0,7.05,7.05
Belize,23,2013,Viande de Volailles,2734,animal,16.0,121.0,9.16,9.16
Belize,23,2013,"Viande, Autre",2735,animal,0.0,2.0,0.14,0.14
Belize,23,2013,Abats Comestible,2736,animal,0.0,2.0,0.06,0.06
Belize,23,2013,Graisses Animales Crue,2737,animal,3.0,139.0,15.59,15.59
Belize,23,2013,"Beurre, Ghee",2740,animal,0.0,5.0,0.62,0.62
Belize,23,2013,Crème,2743,animal,0.0,1.0,0.07,0.07
Belize,23,2013,Oeufs,2744,animal,2.0,17.0,1.14,1.14
Belize,23,2013,Miel,2745,vegetal,0.0,1.0,,
Belize,23,2013,Poissons Eau Douce,2761,animal,0.0,0.0,0.02,0.02
Belize,23,2013,Perciform,2762,animal,3.0,2.0,0.03,0.03
Belize,23,2013,Poissons Pelagiques,2763,animal,142.0,13.0,0.6,0.6
Belize,23,2013,"Poissons Marins, Autres",2764,animal,0.0,1.0,0.03,0.03
Belize,23,2013,Crustacés,2765,animal,2.0,5.0,0.05,0.05
Belize,23,2013,Cephalopodes,2766,animal,0.0,0.0,0.0,0.0
Belize,23,2013,"Mollusques, Autres",2767,animal,2.0,2.0,0.02,0.02
Belize,23,2013,Plantes Aquatiques,2775,animal,0.0,0.0,0.0,0.0
Belize,23,2013,Huiles de Poissons,2781,animal,0.0,0.0,0.0,0.0
Belize,23,2013,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.01,0.01
Belize,23,2013,Riz (Eq Blanchi),2805,vegetal,12.0,276.0,0.45,0.45
Belize,23,2013,Lait - Excl Beurre,2848,animal,27.0,124.0,4.68,4.68
Belize,23,2013,Miscellanees,2899,vegetal,,24.0,0.29,0.29
Îles Salomon,25,2013,Blé,2511,vegetal,14.0,184.0,1.0,1.0
Îles Salomon,25,2013,Orge,2513,vegetal,1.0,0.0,,
Îles Salomon,25,2013,Maïs,2514,vegetal,0.0,1.0,0.01,0.01
Îles Salomon,25,2013,Sorgho,2518,vegetal,0.0,,,
Îles Salomon,25,2013,"Céréales, Autres",2520,vegetal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,Pommes de Terre,2531,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Manioc,2532,vegetal,3.0,15.0,0.03,0.03
Îles Salomon,25,2013,Patates douces,2533,vegetal,100.0,469.0,1.44,1.44
Îles Salomon,25,2013,"Racines, Nda",2534,vegetal,43.0,159.0,0.61,0.61
Îles Salomon,25,2013,Ignames,2535,vegetal,45.0,200.0,0.21,0.21
Îles Salomon,25,2013,Sucre Eq Brut,2542,vegetal,2.0,41.0,,
Îles Salomon,25,2013,Edulcorants Autres,2543,vegetal,0.0,4.0,,
Îles Salomon,25,2013,Haricots,2546,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Pois,2547,vegetal,0.0,1.0,,
Îles Salomon,25,2013,Légumineuses Autres,2549,vegetal,7.0,99.0,0.59,0.59
Îles Salomon,25,2013,Noix,2551,vegetal,0.0,4.0,0.34,0.34
Îles Salomon,25,2013,Soja,2555,vegetal,0.0,0.0,0.01,0.01
Îles Salomon,25,2013,Arachides Decortiquees,2556,vegetal,0.0,0.0,0.04,0.04
Îles Salomon,25,2013,Graines Colza/Moutarde,2558,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Coco (Incl Coprah),2560,vegetal,329.0,217.0,17.97,17.97
Îles Salomon,25,2013,Sésame,2561,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Palmistes,2562,vegetal,5.0,,,
Îles Salomon,25,2013,"Plantes Oleiferes, Autre",2570,vegetal,0.0,,,
Îles Salomon,25,2013,Huile de Soja,2571,vegetal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,Huile de Tournesol,2573,vegetal,,0.0,,
Îles Salomon,25,2013,Huile de Palmistes,2576,vegetal,-2.0,0.0,,
Îles Salomon,25,2013,Huile de Palme,2577,vegetal,2.0,52.0,5.86,5.86
Îles Salomon,25,2013,Huile de Coco,2578,vegetal,10.0,21.0,2.34,2.34
Îles Salomon,25,2013,Huile de Sésame,2579,vegetal,0.0,0.0,0.02,0.02
Îles Salomon,25,2013,Huile d'Olive,2580,vegetal,0.0,0.0,0.02,0.02
Îles Salomon,25,2013,Huile de Germe de Maïs,2582,vegetal,0.0,0.0,0.02,0.02
Îles Salomon,25,2013,Huil Plantes Oleif Autr,2586,vegetal,0.0,9.0,1.04,1.04
Îles Salomon,25,2013,Tomates,2601,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Oignons,2602,vegetal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,"Légumes, Autres",2605,vegetal,8.0,8.0,0.06,0.06
Îles Salomon,25,2013,"Oranges, Mandarines",2611,vegetal,1.0,0.0,,
Îles Salomon,25,2013,Pamplemousse,2613,vegetal,0.0,,,
Îles Salomon,25,2013,"Agrumes, Autres",2614,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Bananes,2615,vegetal,0.0,1.0,0.0,0.0
Îles Salomon,25,2013,Pommes,2617,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Ananas,2618,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Raisin,2620,vegetal,0.0,0.0,,
Îles Salomon,25,2013,"Fruits, Autres",2625,vegetal,29.0,59.0,0.63,0.63
Îles Salomon,25,2013,Café,2630,vegetal,1.0,1.0,,
Îles Salomon,25,2013,Feve de Cacao,2633,vegetal,0.0,4.0,0.42,0.42
Îles Salomon,25,2013,Thé,2635,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Poivre,2640,vegetal,0.0,0.0,,
Îles Salomon,25,2013,"Épices, Autres",2645,vegetal,0.0,4.0,0.21,0.21
Îles Salomon,25,2013,Vin,2655,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Bière,2656,vegetal,4.0,8.0,,
Îles Salomon,25,2013,Boissons Fermentés,2657,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Boissons Alcooliques,2658,vegetal,0.0,0.0,,
Îles Salomon,25,2013,"Alcool, non Comestible",2659,vegetal,0.0,,,
Îles Salomon,25,2013,Aliments pour enfants,2680,vegetal,0.0,0.0,,
Îles Salomon,25,2013,Viande de Bovins,2731,animal,3.0,27.0,1.8,1.8
Îles Salomon,25,2013,Viande d'Ovins/Caprins,2732,animal,0.0,1.0,0.09,0.09
Îles Salomon,25,2013,Viande de Suides,2733,animal,3.0,45.0,4.28,4.28
Îles Salomon,25,2013,Viande de Volailles,2734,animal,2.0,11.0,0.69,0.69
Îles Salomon,25,2013,"Viande, Autre",2735,animal,0.0,0.0,,
Îles Salomon,25,2013,Abats Comestible,2736,animal,0.0,2.0,0.05,0.05
Îles Salomon,25,2013,Graisses Animales Crue,2737,animal,0.0,17.0,1.89,1.89
Îles Salomon,25,2013,"Beurre, Ghee",2740,animal,0.0,1.0,0.17,0.17
Îles Salomon,25,2013,Crème,2743,animal,0.0,0.0,0.01,0.01
Îles Salomon,25,2013,Oeufs,2744,animal,1.0,5.0,0.36,0.36
Îles Salomon,25,2013,Poissons Eau Douce,2761,animal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,Perciform,2762,animal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,Poissons Pelagiques,2763,animal,8.0,32.0,1.34,1.34
Îles Salomon,25,2013,"Poissons Marins, Autres",2764,animal,11.0,36.0,1.33,1.33
Îles Salomon,25,2013,Crustacés,2765,animal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,Cephalopodes,2766,animal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,"Mollusques, Autres",2767,animal,1.0,0.0,0.01,0.01
Îles Salomon,25,2013,Animaux Aquatiques Autre,2769,animal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,Plantes Aquatiques,2775,animal,8.0,0.0,0.0,0.0
Îles Salomon,25,2013,Huiles de Poissons,2781,animal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.0,0.0
Îles Salomon,25,2013,Riz (Eq Blanchi),2805,vegetal,49.0,623.0,1.36,1.36
Îles Salomon,25,2013,Lait - Excl Beurre,2848,animal,7.0,19.0,0.7,0.7
Îles Salomon,25,2013,Miscellanees,2899,vegetal,,3.0,0.04,0.04
Brunéi Darussalam,26,2013,Blé,2511,vegetal,18.0,444.0,2.06,2.06
Brunéi Darussalam,26,2013,Orge,2513,vegetal,0.0,2.0,,
Brunéi Darussalam,26,2013,Maïs,2514,vegetal,5.0,101.0,0.96,0.96
Brunéi Darussalam,26,2013,Seigle,2515,vegetal,0.0,0.0,,
Brunéi Darussalam,26,2013,Avoine,2516,vegetal,0.0,6.0,0.07,0.07
Brunéi Darussalam,26,2013,Millet,2517,vegetal,0.0,0.0,,
Brunéi Darussalam,26,2013,Sorgho,2518,vegetal,0.0,0.0,,
Brunéi Darussalam,26,2013,"Céréales, Autres",2520,vegetal,1.0,12.0,0.04,0.04
Brunéi Darussalam,26,2013,Pommes de Terre,2531,vegetal,5.0,18.0,0.01,0.01
Brunéi Darussalam,26,2013,Manioc,2532,vegetal,4.0,20.0,0.06,0.06
Brunéi Darussalam,26,2013,Patates douces,2533,vegetal,0.0,3.0,0.01,0.01
Brunéi Darussalam,26,2013,"Racines, Nda",2534,vegetal,1.0,3.0,0.01,0.01
Brunéi Darussalam,26,2013,Ignames,2535,vegetal,0.0,1.0,,
Brunéi Darussalam,26,2013,"Sucre, canne",2536,vegetal,0.0,0.0,,
Brunéi Darussalam,26,2013,"Sucre, betterave",2537,vegetal,0.0,,,
Brunéi Darussalam,26,2013,Sucre Eq Brut,2542,vegetal,14.0,289.0,,
Brunéi Darussalam,26,2013,Edulcorants Autres,2543,vegetal,13.0,90.0,,
Brunéi Darussalam,26,2013,Haricots,2546,vegetal,0.0,4.0,0.02,0.02
Brunéi Darussalam,26,2013,Pois,2547,vegetal,0.0,0.0,0.0,0.0
Brunéi Darussalam,26,2013,Légumineuses Autres,2549,vegetal,0.0,8.0,0.05,0.05
Brunéi Darussalam,26,2013,Noix,2551,vegetal,1.0,18.0,1.59,1.59
Brunéi Darussalam,26,2013,Soja,2555,vegetal,1.0,22.0,0.66,0.66
Brunéi Darussalam,26,2013,Arachides Decortiquees,2556,vegetal,1.0,32.0,2.65,2.65
Brunéi Darussalam,26,2013,Graines de tournesol,2557,vegetal,0.0,0.0,0.03,0.03
Brunéi Darussalam,26,2013,Graines Colza/Moutarde,2558,vegetal,0.0,2.0,0.0,0.0
Brunéi Darussalam,26,2013,Graines de coton,2559,vegetal,0.0,,,
Brunéi Darussalam,26,2013,Coco (Incl Coprah),2560,vegetal,1.0,5.0,0.48,0.48
Brunéi Darussalam,26,2013,Sésame,2561,vegetal,0.0,1.0,0.09,0.09
Brunéi Darussalam,26,2013,Palmistes,2562,vegetal,0.0,,,
Brunéi Darussalam,26,2013,Olives,2563,vegetal,0.0,0.0,0.01,0.01
Brunéi Darussalam,26,2013,"Plantes Oleiferes, Autre",2570,vegetal,1.0,0.0,0.0,0.0
Brunéi Darussalam,26,2013,Huile de Soja,2571,vegetal,0.0,1.0,0.14,0.14
Brunéi Darussalam,26,2013,Huile d'Arachide,2572,vegetal,0.0,0.0,0.0,0.0
Brunéi Darussalam,26,2013,Huile de Tournesol,2573,vegetal,0.0,25.0,2.86,2.86
Brunéi Darussalam,26,2013,Huile de Colza&Moutarde,2574,vegetal,0.0,,,
Brunéi Darussalam,26,2013,Huile Graines de Coton,2575,vegetal,0.0,,,
Brunéi Darussalam,26,2013,Huile de Palmistes,2576,vegetal,0.0,,,
Brunéi Darussalam,26,2013,Huile de Palme,2577,vegetal,5.0,168.0,19.01,19.01
Brunéi Darussalam,26,2013,Huile de Coco,2578,vegetal,0.0,0.0,0.0,0.0
Brunéi Darussalam,26,2013,Huile de Sésame,2579,vegetal,0.0,4.0,0.45,0.45
Brunéi Darussalam,26,2013,Huile d'Olive,2580,vegetal,0.0,2.0,0.2,0.2
Brunéi Darussalam,26,2013,Huile de Germe de Maïs,2582,vegetal,0.0,4.0,0.46,0.46
Brunéi Darussalam,26,2013,Huil Plantes Oleif Autr,2586,vegetal,4.0,31.0,3.48,3.48
Brunéi Darussalam,26,2013,Tomates,2601,vegetal,2.0,3.0,0.05,0.05
Brunéi Darussalam,26,2013,Oignons,2602,vegetal,5.0,13.0,0.07,0.07
Brunéi Darussalam,26,2013,"Légumes, Autres",2605,vegetal,31.0,56.0,0.43,0.43
Brunéi Darussalam,26,2013,"Oranges, Mandarines",2611,vegetal,7.0,9.0,0.03,0.03
Brunéi Darussalam,26,2013,Citrons & Limes,2612,vegetal,1.0,1.0,0.05,0.05
