country,country_code,year,item,item_code,origin,Disponibilité intérieure,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour)
Inde,100,2013,Bananes plantains,2616,vegetal,0.0,,,
Inde,100,2013,Pommes,2617,vegetal,2123.0,2.0,0.01,0.01
Inde,100,2013,Ananas,2618,vegetal,1571.0,1.0,0.01,0.01
Inde,100,2013,Dattes,2619,vegetal,311.0,1.0,0.0,0.0
Inde,100,2013,Raisin,2620,vegetal,2249.0,2.0,0.01,0.01
Inde,100,2013,"Fruits, Autres",2625,vegetal,38460.0,29.0,0.26,0.26
Inde,100,2013,Café,2630,vegetal,8.0,0.0,,
Inde,100,2013,Feve de Cacao,2633,vegetal,50.0,0.0,0.01,0.01
Inde,100,2013,Thé,2635,vegetal,967.0,1.0,,
Inde,100,2013,Poivre,2640,vegetal,30.0,0.0,0.0,0.0
Inde,100,2013,Piments,2641,vegetal,1086.0,6.0,0.28,0.28
Inde,100,2013,Girofles,2642,vegetal,10.0,0.0,0.0,0.0
Inde,100,2013,"Épices, Autres",2645,vegetal,2347.0,16.0,0.4,0.4
Inde,100,2013,Vin,2655,vegetal,2.0,0.0,,
Inde,100,2013,Bière,2656,vegetal,486.0,1.0,,
Inde,100,2013,Boissons Fermentés,2657,vegetal,13.0,0.0,,
Inde,100,2013,Boissons Alcooliques,2658,vegetal,2842.0,13.0,,
Inde,100,2013,"Alcool, non Comestible",2659,vegetal,2784.0,,,
Inde,100,2013,Aliments pour enfants,2680,vegetal,-7.0,0.0,0.0,0.0
Inde,100,2013,Viande de Bovins,2731,animal,1017.0,3.0,0.22,0.22
Inde,100,2013,Viande d'Ovins/Caprins,2732,animal,725.0,3.0,0.18,0.18
Inde,100,2013,Viande de Suides,2733,animal,354.0,3.0,0.25,0.25
Inde,100,2013,Viande de Volailles,2734,animal,2352.0,6.0,0.41,0.41
Inde,100,2013,"Viande, Autre",2735,animal,179.0,0.0,0.02,0.02
Inde,100,2013,Abats Comestible,2736,animal,475.0,1.0,0.03,0.03
Inde,100,2013,Graisses Animales Crue,2737,animal,236.0,1.0,0.09,0.09
Inde,100,2013,"Beurre, Ghee",2740,animal,3789.0,70.0,7.9,7.9
Inde,100,2013,Crème,2743,animal,1.0,0.0,0.0,0.0
Inde,100,2013,Oeufs,2744,animal,3763.0,10.0,0.69,0.69
Inde,100,2013,Miel,2745,vegetal,31.0,0.0,,
Inde,100,2013,Poissons Eau Douce,2761,animal,4354.0,7.0,0.24,0.24
Inde,100,2013,Perciform,2762,animal,784.0,0.0,0.01,0.01
Inde,100,2013,Poissons Pelagiques,2763,animal,948.0,1.0,0.05,0.05
Inde,100,2013,"Poissons Marins, Autres",2764,animal,487.0,1.0,0.02,0.02
Inde,100,2013,Crustacés,2765,animal,407.0,0.0,0.0,0.0
Inde,100,2013,Cephalopodes,2766,animal,1.0,0.0,0.0,0.0
Inde,100,2013,"Mollusques, Autres",2767,animal,10.0,0.0,0.0,0.0
Inde,100,2013,Animaux Aquatiques Autre,2769,animal,0.0,0.0,0.0,0.0
Inde,100,2013,Plantes Aquatiques,2775,animal,4.0,0.0,0.0,0.0
Inde,100,2013,Huiles de Poissons,2781,animal,0.0,0.0,0.0,0.0
Inde,100,2013,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.0,0.0
Inde,100,2013,Riz (Eq Blanchi),2805,vegetal,94854.0,689.0,1.53,1.53
Inde,100,2013,Lait - Excl Beurre,2848,animal,133443.0,129.0,5.65,5.65
Inde,100,2013,Miscellanees,2899,vegetal,,0.0,0.0,0.0
Indonésie,101,2013,Blé,2511,vegetal,6812.0,183.0,0.51,0.51
Indonésie,101,2013,Orge,2513,vegetal,66.0,0.0,0.0,0.0
Indonésie,101,2013,Maïs,2514,vegetal,20738.0,239.0,2.21,2.21
Indonésie,101,2013,Seigle,2515,vegetal,0.0,0.0,0.0,0.0
Indonésie,101,2013,Avoine,2516,vegetal,10.0,0.0,0.0,0.0
Indonésie,101,2013,Millet,2517,vegetal,18.0,1.0,0.01,0.01
Indonésie,101,2013,Sorgho,2518,vegetal,2.0,,,
Indonésie,101,2013,"Céréales, Autres",2520,vegetal,11.0,,,
Indonésie,101,2013,Pommes de Terre,2531,vegetal,1237.0,8.0,0.01,0.01
Indonésie,101,2013,Manioc,2532,vegetal,24219.0,132.0,0.3,0.3
Indonésie,101,2013,Patates douces,2533,vegetal,2377.0,21.0,0.06,0.06
Indonésie,101,2013,"Racines, Nda",2534,vegetal,401.0,5.0,0.0,0.0
Indonésie,101,2013,"Sucre, canne",2536,vegetal,33700.0,,,
Indonésie,101,2013,"Sucre, betterave",2537,vegetal,0.0,,,
Indonésie,101,2013,Sucre non centrifugé,2541,vegetal,0.0,0.0,0.0,0.0
Indonésie,101,2013,Sucre Eq Brut,2542,vegetal,4306.0,150.0,,
Indonésie,101,2013,Edulcorants Autres,2543,vegetal,621.0,14.0,0.07,0.07
Indonésie,101,2013,Haricots,2546,vegetal,286.0,9.0,0.05,0.05
Indonésie,101,2013,Pois,2547,vegetal,7.0,0.0,0.0,0.0
Indonésie,101,2013,Légumineuses Autres,2549,vegetal,25.0,1.0,0.01,0.01
Indonésie,101,2013,Noix,2551,vegetal,109.0,4.0,0.39,0.39
Indonésie,101,2013,Soja,2555,vegetal,2565.0,11.0,0.37,0.37
Indonésie,101,2013,Arachides Decortiquees,2556,vegetal,1230.0,52.0,4.26,4.26
Indonésie,101,2013,Graines de tournesol,2557,vegetal,7.0,,,
Indonésie,101,2013,Graines Colza/Moutarde,2558,vegetal,1.0,0.0,0.0,0.0
Indonésie,101,2013,Graines de coton,2559,vegetal,1.0,,,
Indonésie,101,2013,Coco (Incl Coprah),2560,vegetal,17546.0,56.0,4.65,4.65
Indonésie,101,2013,Sésame,2561,vegetal,10.0,1.0,0.06,0.06
Indonésie,101,2013,Palmistes,2562,vegetal,6880.0,,,
Indonésie,101,2013,Olives,2563,vegetal,0.0,0.0,0.0,0.0
Indonésie,101,2013,"Plantes Oleiferes, Autre",2570,vegetal,175.0,0.0,0.0,0.0
Indonésie,101,2013,Huile de Soja,2571,vegetal,405.0,39.0,4.44,4.44
Indonésie,101,2013,Huile d'Arachide,2572,vegetal,34.0,3.0,0.37,0.37
Indonésie,101,2013,Huile de Tournesol,2573,vegetal,8.0,1.0,0.08,0.08
Indonésie,101,2013,Huile de Colza&Moutarde,2574,vegetal,5.0,,,
Indonésie,101,2013,Huile Graines de Coton,2575,vegetal,0.0,0.0,0.0,0.0
Indonésie,101,2013,Huile de Palmistes,2576,vegetal,1417.0,66.0,7.43,7.43
Indonésie,101,2013,Huile de Palme,2577,vegetal,3714.0,116.0,13.16,13.16
Indonésie,101,2013,Huile de Coco,2578,vegetal,220.0,21.0,2.4,2.4
Indonésie,101,2013,Huile de Sésame,2579,vegetal,0.0,0.0,0.0,0.0
Indonésie,101,2013,Huile d'Olive,2580,vegetal,2.0,0.0,0.02,0.02
Indonésie,101,2013,Huile de Son de Riz,2581,vegetal,0.0,0.0,0.0,0.0
Indonésie,101,2013,Huile de Germe de Maïs,2582,vegetal,9.0,1.0,0.1,0.1
Indonésie,101,2013,Huil Plantes Oleif Autr,2586,vegetal,159.0,0.0,0.0,0.0
Indonésie,101,2013,Tomates,2601,vegetal,985.0,2.0,0.03,0.03
Indonésie,101,2013,Oignons,2602,vegetal,987.0,4.0,0.02,0.02
Indonésie,101,2013,"Légumes, Autres",2605,vegetal,8917.0,31.0,0.22,0.22
Indonésie,101,2013,"Oranges, Mandarines",2611,vegetal,1568.0,4.0,0.02,0.02
Indonésie,101,2013,Citrons & Limes,2612,vegetal,5.0,0.0,0.0,0.0
Indonésie,101,2013,Pamplemousse,2613,vegetal,2.0,0.0,0.0,0.0
Indonésie,101,2013,"Agrumes, Autres",2614,vegetal,0.0,0.0,,
Indonésie,101,2013,Bananes,2615,vegetal,5355.0,33.0,0.11,0.11
Indonésie,101,2013,Bananes plantains,2616,vegetal,-6.0,,,
Indonésie,101,2013,Pommes,2617,vegetal,144.0,1.0,0.0,0.0
Indonésie,101,2013,Ananas,2618,vegetal,1509.0,4.0,0.01,0.01
Indonésie,101,2013,Dattes,2619,vegetal,29.0,1.0,0.0,0.0
Indonésie,101,2013,Raisin,2620,vegetal,47.0,0.0,0.0,0.0
Indonésie,101,2013,"Fruits, Autres",2625,vegetal,7570.0,32.0,0.56,0.56
Indonésie,101,2013,Café,2630,vegetal,79.0,0.0,,
Indonésie,101,2013,Feve de Cacao,2633,vegetal,429.0,5.0,0.39,0.39
Indonésie,101,2013,Thé,2635,vegetal,98.0,0.0,,
Indonésie,101,2013,Poivre,2640,vegetal,42.0,1.0,0.01,0.01
Indonésie,101,2013,Piments,2641,vegetal,18.0,1.0,0.02,0.02
Indonésie,101,2013,Girofles,2642,vegetal,94.0,0.0,0.01,0.01
Indonésie,101,2013,"Épices, Autres",2645,vegetal,291.0,11.0,0.23,0.23
Indonésie,101,2013,Vin,2655,vegetal,0.0,0.0,,
Indonésie,101,2013,Bière,2656,vegetal,273.0,1.0,,
Indonésie,101,2013,Boissons Fermentés,2657,vegetal,0.0,0.0,,
Indonésie,101,2013,Boissons Alcooliques,2658,vegetal,26.0,1.0,,
Indonésie,101,2013,"Alcool, non Comestible",2659,vegetal,20.0,,,
Indonésie,101,2013,Aliments pour enfants,2680,vegetal,6.0,0.0,0.0,0.0
Indonésie,101,2013,Viande de Bovins,2731,animal,647.0,14.0,1.1,1.1
Indonésie,101,2013,Viande d'Ovins/Caprins,2732,animal,115.0,2.0,0.15,0.15
Indonésie,101,2013,Viande de Suides,2733,animal,746.0,29.0,2.81,2.81
Indonésie,101,2013,Viande de Volailles,2734,animal,1874.0,26.0,1.66,1.66
Indonésie,101,2013,"Viande, Autre",2735,animal,-4.0,0.0,0.0,0.0
Indonésie,101,2013,Abats Comestible,2736,animal,453.0,6.0,0.17,0.17
Indonésie,101,2013,Graisses Animales Crue,2737,animal,57.0,7.0,0.79,0.79
Indonésie,101,2013,"Beurre, Ghee",2740,animal,23.0,2.0,0.2,0.2
Indonésie,101,2013,Crème,2743,animal,14.0,0.0,0.03,0.03
Indonésie,101,2013,Oeufs,2744,animal,1511.0,20.0,1.41,1.41
Indonésie,101,2013,Miel,2745,vegetal,2.0,0.0,,
Indonésie,101,2013,Poissons Eau Douce,2761,animal,2651.0,17.0,0.63,0.63
Indonésie,101,2013,Perciform,2762,animal,1126.0,7.0,0.11,0.11
Indonésie,101,2013,Poissons Pelagiques,2763,animal,3328.0,28.0,1.07,1.07
Indonésie,101,2013,"Poissons Marins, Autres",2764,animal,136.0,1.0,0.04,0.04
Indonésie,101,2013,Crustacés,2765,animal,490.0,3.0,0.03,0.03
Indonésie,101,2013,Cephalopodes,2766,animal,116.0,1.0,0.01,0.01
Indonésie,101,2013,"Mollusques, Autres",2767,animal,24.0,0.0,0.0,0.0
Indonésie,101,2013,Animaux Aquatiques Autre,2769,animal,28.0,0.0,0.0,0.0
Indonésie,101,2013,Plantes Aquatiques,2775,animal,5016.0,0.0,0.0,0.0
Indonésie,101,2013,Huiles de Poissons,2781,animal,17.0,0.0,0.0,0.0
Indonésie,101,2013,Huiles de Foie de Poisso,2782,animal,1.0,0.0,0.01,0.01
Indonésie,101,2013,Riz (Eq Blanchi),2805,vegetal,46875.0,1328.0,4.19,4.19
Indonésie,101,2013,Lait - Excl Beurre,2848,animal,3863.0,19.0,0.7,0.7
Indonésie,101,2013,Miscellanees,2899,vegetal,,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Blé,2511,vegetal,13800.0,1242.0,6.88,6.88
Iran (République islamique d'),102,2013,Orge,2513,vegetal,3583.0,4.0,0.04,0.04
Iran (République islamique d'),102,2013,Maïs,2514,vegetal,5866.0,21.0,0.3,0.3
Iran (République islamique d'),102,2013,Seigle,2515,vegetal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Avoine,2516,vegetal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Millet,2517,vegetal,11.0,,,
Iran (République islamique d'),102,2013,Sorgho,2518,vegetal,0.0,,,
Iran (République islamique d'),102,2013,"Céréales, Autres",2520,vegetal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Pommes de Terre,2531,vegetal,4546.0,104.0,0.28,0.28
Iran (République islamique d'),102,2013,Manioc,2532,vegetal,1.0,0.0,,
Iran (République islamique d'),102,2013,Patates douces,2533,vegetal,0.0,,,
Iran (République islamique d'),102,2013,"Racines, Nda",2534,vegetal,0.0,0.0,,
Iran (République islamique d'),102,2013,"Sucre, canne",2536,vegetal,6537.0,,,
Iran (République islamique d'),102,2013,"Sucre, betterave",2537,vegetal,3502.0,,,
Iran (République islamique d'),102,2013,Sucre Eq Brut,2542,vegetal,2168.0,266.0,,
Iran (République islamique d'),102,2013,Edulcorants Autres,2543,vegetal,22.0,1.0,,
Iran (République islamique d'),102,2013,Haricots,2546,vegetal,192.0,22.0,0.09,0.09
Iran (République islamique d'),102,2013,Pois,2547,vegetal,188.0,23.0,0.08,0.08
Iran (République islamique d'),102,2013,Légumineuses Autres,2549,vegetal,504.0,52.0,0.4,0.4
Iran (République islamique d'),102,2013,Noix,2551,vegetal,907.0,96.0,9.18,9.18
Iran (République islamique d'),102,2013,Soja,2555,vegetal,306.0,0.0,,
Iran (République islamique d'),102,2013,Arachides Decortiquees,2556,vegetal,35.0,7.0,0.58,0.58
Iran (République islamique d'),102,2013,Graines de tournesol,2557,vegetal,89.0,,,
Iran (République islamique d'),102,2013,Graines Colza/Moutarde,2558,vegetal,366.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Graines de coton,2559,vegetal,115.0,,,
Iran (République islamique d'),102,2013,Coco (Incl Coprah),2560,vegetal,15.0,1.0,0.07,0.07
Iran (République islamique d'),102,2013,Sésame,2561,vegetal,36.0,,,
Iran (République islamique d'),102,2013,Palmistes,2562,vegetal,0.0,,,
Iran (République islamique d'),102,2013,Olives,2563,vegetal,36.0,1.0,0.09,0.09
Iran (République islamique d'),102,2013,"Plantes Oleiferes, Autre",2570,vegetal,18.0,0.0,0.01,0.01
Iran (République islamique d'),102,2013,Huile de Soja,2571,vegetal,633.0,166.0,18.75,18.75
Iran (République islamique d'),102,2013,Huile d'Arachide,2572,vegetal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Huile de Tournesol,2573,vegetal,246.0,71.0,8.07,8.07
Iran (République islamique d'),102,2013,Huile de Colza&Moutarde,2574,vegetal,140.0,34.0,3.9,3.9
Iran (République islamique d'),102,2013,Huile Graines de Coton,2575,vegetal,13.0,3.0,0.34,0.34
Iran (République islamique d'),102,2013,Huile de Palmistes,2576,vegetal,7.0,2.0,0.25,0.25
Iran (République islamique d'),102,2013,Huile de Palme,2577,vegetal,1021.0,,,
Iran (République islamique d'),102,2013,Huile de Coco,2578,vegetal,5.0,2.0,0.17,0.17
Iran (République islamique d'),102,2013,Huile de Sésame,2579,vegetal,16.0,5.0,0.56,0.56
Iran (République islamique d'),102,2013,Huile d'Olive,2580,vegetal,7.0,2.0,0.25,0.25
Iran (République islamique d'),102,2013,Huile de Germe de Maïs,2582,vegetal,4.0,1.0,0.14,0.14
Iran (République islamique d'),102,2013,Huil Plantes Oleif Autr,2586,vegetal,10.0,0.0,0.02,0.02
Iran (République islamique d'),102,2013,Tomates,2601,vegetal,5165.0,30.0,0.33,0.33
Iran (République islamique d'),102,2013,Oignons,2602,vegetal,2004.0,27.0,0.13,0.13
Iran (République islamique d'),102,2013,"Légumes, Autres",2605,vegetal,14644.0,93.0,0.66,0.66
Iran (République islamique d'),102,2013,"Oranges, Mandarines",2611,vegetal,2082.0,19.0,0.11,0.11
Iran (République islamique d'),102,2013,Citrons & Limes,2612,vegetal,382.0,2.0,0.02,0.02
Iran (République islamique d'),102,2013,Pamplemousse,2613,vegetal,88.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,"Agrumes, Autres",2614,vegetal,85.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Bananes,2615,vegetal,698.0,14.0,0.12,0.12
Iran (République islamique d'),102,2013,Pommes,2617,vegetal,1609.0,25.0,0.1,0.1
Iran (République islamique d'),102,2013,Ananas,2618,vegetal,72.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Dattes,2619,vegetal,1055.0,52.0,0.13,0.13
Iran (République islamique d'),102,2013,Raisin,2620,vegetal,1681.0,35.0,0.13,0.13
Iran (République islamique d'),102,2013,"Fruits, Autres",2625,vegetal,3811.0,55.0,0.52,0.52
Iran (République islamique d'),102,2013,Café,2630,vegetal,14.0,0.0,,
Iran (République islamique d'),102,2013,Feve de Cacao,2633,vegetal,33.0,2.0,0.16,0.16
Iran (République islamique d'),102,2013,Thé,2635,vegetal,228.0,3.0,,
Iran (République islamique d'),102,2013,Poivre,2640,vegetal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Piments,2641,vegetal,5.0,1.0,0.03,0.03
Iran (République islamique d'),102,2013,Girofles,2642,vegetal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,"Épices, Autres",2645,vegetal,43.0,5.0,0.23,0.23
Iran (République islamique d'),102,2013,Vin,2655,vegetal,0.0,0.0,,
Iran (République islamique d'),102,2013,Bière,2656,vegetal,0.0,0.0,,
Iran (République islamique d'),102,2013,Boissons Fermentés,2657,vegetal,1.0,0.0,,
Iran (République islamique d'),102,2013,Boissons Alcooliques,2658,vegetal,0.0,0.0,,
Iran (République islamique d'),102,2013,"Alcool, non Comestible",2659,vegetal,5.0,,,
Iran (République islamique d'),102,2013,Aliments pour enfants,2680,vegetal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Viande de Bovins,2731,animal,277.0,18.0,1.34,1.34
Iran (République islamique d'),102,2013,Viande d'Ovins/Caprins,2732,animal,286.0,21.0,1.64,1.64
Iran (République islamique d'),102,2013,Viande de Suides,2733,animal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Viande de Volailles,2734,animal,1959.0,89.0,5.53,5.53
Iran (République islamique d'),102,2013,"Viande, Autre",2735,animal,18.0,1.0,0.04,0.04
Iran (République islamique d'),102,2013,Abats Comestible,2736,animal,99.0,4.0,0.15,0.15
Iran (République islamique d'),102,2013,Graisses Animales Crue,2737,animal,31.0,5.0,0.51,0.51
Iran (République islamique d'),102,2013,"Beurre, Ghee",2740,animal,206.0,52.0,5.9,5.9
Iran (République islamique d'),102,2013,Crème,2743,animal,1.0,0.0,0.01,0.01
Iran (République islamique d'),102,2013,Oeufs,2744,animal,784.0,30.0,2.15,2.15
Iran (République islamique d'),102,2013,Miel,2745,vegetal,74.0,8.0,,
Iran (République islamique d'),102,2013,Poissons Eau Douce,2761,animal,390.0,9.0,0.34,0.34
Iran (République islamique d'),102,2013,Perciform,2762,animal,98.0,1.0,0.02,0.02
Iran (République islamique d'),102,2013,Poissons Pelagiques,2763,animal,337.0,8.0,0.42,0.42
Iran (République islamique d'),102,2013,"Poissons Marins, Autres",2764,animal,26.0,1.0,0.02,0.02
Iran (République islamique d'),102,2013,Crustacés,2765,animal,11.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Cephalopodes,2766,animal,3.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,"Mollusques, Autres",2767,animal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Animaux Aquatiques Autre,2769,animal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Plantes Aquatiques,2775,animal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Huiles de Poissons,2781,animal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.0,0.0
Iran (République islamique d'),102,2013,Riz (Eq Blanchi),2805,vegetal,2943.0,287.0,0.54,0.54
Iran (République islamique d'),102,2013,Lait - Excl Beurre,2848,animal,5851.0,66.0,3.55,3.55
Iran (République islamique d'),102,2013,Miscellanees,2899,vegetal,,0.0,0.0,0.0
Iraq,103,2013,Blé,2511,vegetal,7335.0,1141.0,7.47,7.47
Iraq,103,2013,Orge,2513,vegetal,1003.0,41.0,0.38,0.38
Iraq,103,2013,Maïs,2514,vegetal,843.0,3.0,0.04,0.04
Iraq,103,2013,Seigle,2515,vegetal,0.0,,,
Iraq,103,2013,Avoine,2516,vegetal,1.0,,,
Iraq,103,2013,Millet,2517,vegetal,6.0,,,
Iraq,103,2013,Sorgho,2518,vegetal,30.0,,,
Iraq,103,2013,"Céréales, Autres",2520,vegetal,0.0,0.0,0.0,0.0
Iraq,103,2013,Pommes de Terre,2531,vegetal,846.0,36.0,0.09,0.09
Iraq,103,2013,"Racines, Nda",2534,vegetal,0.0,0.0,,
Iraq,103,2013,"Sucre, canne",2536,vegetal,8.0,0.0,,
Iraq,103,2013,"Sucre, betterave",2537,vegetal,17.0,,,
Iraq,103,2013,Sucre Eq Brut,2542,vegetal,637.0,174.0,,
Iraq,103,2013,Edulcorants Autres,2543,vegetal,40.0,5.0,,
Iraq,103,2013,Haricots,2546,vegetal,22.0,6.0,0.03,0.03
Iraq,103,2013,Pois,2547,vegetal,14.0,4.0,0.02,0.02
Iraq,103,2013,Légumineuses Autres,2549,vegetal,65.0,18.0,0.09,0.09
Iraq,103,2013,Noix,2551,vegetal,9.0,2.0,0.19,0.19
Iraq,103,2013,Soja,2555,vegetal,0.0,,,
Iraq,103,2013,Arachides Decortiquees,2556,vegetal,5.0,,,
Iraq,103,2013,Graines de tournesol,2557,vegetal,13.0,1.0,0.07,0.07
Iraq,103,2013,Graines de coton,2559,vegetal,23.0,,,
Iraq,103,2013,Coco (Incl Coprah),2560,vegetal,2.0,0.0,0.02,0.02
Iraq,103,2013,Sésame,2561,vegetal,9.0,1.0,0.13,0.13
Iraq,103,2013,Olives,2563,vegetal,24.0,2.0,0.25,0.25
Iraq,103,2013,"Plantes Oleiferes, Autre",2570,vegetal,0.0,,,
Iraq,103,2013,Huile de Soja,2571,vegetal,68.0,49.0,5.49,5.49
Iraq,103,2013,Huile d'Arachide,2572,vegetal,2.0,2.0,0.18,0.18
Iraq,103,2013,Huile de Tournesol,2573,vegetal,329.0,164.0,18.54,18.54
Iraq,103,2013,Huile de Colza&Moutarde,2574,vegetal,0.0,0.0,0.0,0.0
Iraq,103,2013,Huile Graines de Coton,2575,vegetal,4.0,3.0,0.32,0.32
Iraq,103,2013,Huile de Palmistes,2576,vegetal,3.0,2.0,0.25,0.25
Iraq,103,2013,Huile de Palme,2577,vegetal,217.0,129.0,14.61,14.61
Iraq,103,2013,Huile de Coco,2578,vegetal,0.0,0.0,0.01,0.01
Iraq,103,2013,Huile de Sésame,2579,vegetal,3.0,2.0,0.22,0.22
Iraq,103,2013,Huile d'Olive,2580,vegetal,2.0,1.0,0.13,0.13
Iraq,103,2013,Huile de Germe de Maïs,2582,vegetal,18.0,13.0,1.44,1.44
Iraq,103,2013,Huil Plantes Oleif Autr,2586,vegetal,196.0,0.0,0.0,0.0
Iraq,103,2013,Tomates,2601,vegetal,1210.0,17.0,0.19,0.19
Iraq,103,2013,Oignons,2602,vegetal,233.0,7.0,0.03,0.03
Iraq,103,2013,"Légumes, Autres",2605,vegetal,2836.0,48.0,0.28,0.28
Iraq,103,2013,"Oranges, Mandarines",2611,vegetal,302.0,6.0,0.04,0.04
Iraq,103,2013,Citrons & Limes,2612,vegetal,62.0,1.0,0.01,0.01
Iraq,103,2013,Pamplemousse,2613,vegetal,5.0,0.0,0.0,0.0
Iraq,103,2013,Bananes,2615,vegetal,79.0,3.0,0.03,0.03
Iraq,103,2013,Pommes,2617,vegetal,116.0,4.0,0.02,0.02
Iraq,103,2013,Dattes,2619,vegetal,532.0,29.0,0.07,0.07
Iraq,103,2013,Raisin,2620,vegetal,270.0,13.0,0.06,0.06
Iraq,103,2013,"Fruits, Autres",2625,vegetal,592.0,17.0,0.04,0.04
Iraq,103,2013,Café,2630,vegetal,7.0,0.0,,
Iraq,103,2013,Feve de Cacao,2633,vegetal,22.0,14.0,1.26,1.26
Iraq,103,2013,Thé,2635,vegetal,28.0,1.0,,
Iraq,103,2013,Poivre,2640,vegetal,0.0,0.0,0.0,0.0
Iraq,103,2013,Piments,2641,vegetal,0.0,0.0,0.0,0.0
Iraq,103,2013,Girofles,2642,vegetal,0.0,0.0,0.0,0.0
Iraq,103,2013,"Épices, Autres",2645,vegetal,1.0,0.0,0.01,0.01
Iraq,103,2013,Vin,2655,vegetal,1.0,0.0,,
Iraq,103,2013,Bière,2656,vegetal,49.0,2.0,,
Iraq,103,2013,Boissons Alcooliques,2658,vegetal,14.0,3.0,,
Iraq,103,2013,Aliments pour enfants,2680,vegetal,4.0,1.0,0.01,0.01
Iraq,103,2013,Viande de Bovins,2731,animal,100.0,16.0,1.23,1.23
Iraq,103,2013,Viande d'Ovins/Caprins,2732,animal,62.0,12.0,1.02,1.02
Iraq,103,2013,Viande de Suides,2733,animal,0.0,0.0,0.0,0.0
Iraq,103,2013,Viande de Volailles,2734,animal,501.0,52.0,3.21,3.21
Iraq,103,2013,"Viande, Autre",2735,animal,2.0,0.0,0.02,0.02
Iraq,103,2013,Abats Comestible,2736,animal,14.0,1.0,0.05,0.05
Iraq,103,2013,Graisses Animales Crue,2737,animal,6.0,4.0,0.44,0.44
Iraq,103,2013,"Beurre, Ghee",2740,animal,6.0,4.0,0.41,0.41
Iraq,103,2013,Oeufs,2744,animal,348.0,38.0,2.75,2.75
Iraq,103,2013,Miel,2745,vegetal,1.0,0.0,,
Iraq,103,2013,Poissons Eau Douce,2761,animal,75.0,4.0,0.15,0.15
Iraq,103,2013,Perciform,2762,animal,28.0,1.0,0.02,0.02
Iraq,103,2013,Poissons Pelagiques,2763,animal,5.0,0.0,0.02,0.02
Iraq,103,2013,"Poissons Marins, Autres",2764,animal,2.0,0.0,0.0,0.0
Iraq,103,2013,Crustacés,2765,animal,1.0,0.0,0.0,0.0
Iraq,103,2013,Cephalopodes,2766,animal,0.0,0.0,0.0,0.0
Iraq,103,2013,"Mollusques, Autres",2767,animal,0.0,0.0,0.0,0.0
Iraq,103,2013,Animaux Aquatiques Autre,2769,animal,0.0,0.0,0.0,0.0
Iraq,103,2013,Plantes Aquatiques,2775,animal,0.0,0.0,0.0,0.0
Iraq,103,2013,Huiles de Poissons,2781,animal,0.0,0.0,0.0,0.0
Iraq,103,2013,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.0,0.0
Iraq,103,2013,Riz (Eq Blanchi),2805,vegetal,1633.0,408.0,0.77,0.77
Iraq,103,2013,Lait - Excl Beurre,2848,animal,782.0,34.0,2.02,2.02
Iraq,103,2013,Miscellanees,2899,vegetal,,3.0,0.04,0.04
Irlande,104,2013,Blé,2511,vegetal,1150.0,934.0,7.76,7.76
Irlande,104,2013,Orge,2513,vegetal,1613.0,3.0,0.02,0.02
Irlande,104,2013,Maïs,2514,vegetal,781.0,73.0,0.24,0.24
Irlande,104,2013,Seigle,2515,vegetal,1.0,1.0,0.0,0.0
Irlande,104,2013,Avoine,2516,vegetal,165.0,25.0,0.47,0.47
Irlande,104,2013,Millet,2517,vegetal,0.0,,,
Irlande,104,2013,Sorgho,2518,vegetal,0.0,,,
Irlande,104,2013,"Céréales, Autres",2520,vegetal,14.0,7.0,0.02,0.02
Irlande,104,2013,Pommes de Terre,2531,vegetal,643.0,154.0,0.18,0.18
Irlande,104,2013,Manioc,2532,vegetal,1.0,,,
Irlande,104,2013,Patates douces,2533,vegetal,2.0,,,
Irlande,104,2013,"Racines, Nda",2534,vegetal,2.0,,,
Irlande,104,2013,Ignames,2535,vegetal,0.0,0.0,,
